timestamp,open,high,low,close,volume
2025-09-29,337.3800,340.6400,335.5500,340.1600,6486162
2025-09-26,337.2300,339.5000,336.2300,337.3700,9619547
2025-09-25,338.3500,340.2000,334.5100,334.9300,5398713
2025-09-24,339.1300,339.9000,337.9200,338.6800,5207430
2025-09-23,344.5900,345.2550,337.6300,338.7000,10142656
2025-09-22,339.0100,344.8600,338.6600,344.3600,5621798
2025-09-19,340.4500,342.6900,338.2500,341.6100,13674340
2025-09-18,344.7300,345.2700,338.1800,338.1800,7526597
2025-09-17,339.9400,346.2000,339.5200,346.2000,5763537
2025-09-16,336.2400,340.5400,333.4700,340.0300,5527730
2025-09-15,340.6100,342.7100,338.3900,339.0500,4367547
2025-09-12,341.2200,343.1900,339.1700,339.4300,3518310
2025-09-11,338.7300,343.5300,337.8700,343.4900,5157593
2025-09-10,342.6100,342.6100,336.4400,338.1200,6557868
2025-09-09,341.6900,346.3200,341.2900,343.9900,4646187
2025-09-08,342.3400,344.3820,341.0000,342.3000,4711571
2025-09-05,351.3750,352.6213,340.2000,343.2200,5448341
2025-09-04,350.7300,352.6300,349.1500,350.9900,4323973
2025-09-03,349.3400,350.8900,347.2600,350.8700,4031894
2025-09-02,349.3100,350.1675,346.0800,350.0700,4940539
2025-08-29,350.4600,352.6300,349.0000,351.7800,3671901
2025-08-28,350.6000,351.0400,348.6000,349.8600,4987541
2025-08-27,350.7100,353.4250,349.8400,350.3500,5531127
2025-08-26,348.6900,353.4000,347.4450,351.1800,5876224
2025-08-25,349.6100,350.7200,347.5024,348.8200,8020043
2025-08-22,345.2200,351.2000,345.2200,350.0400,4973223
2025-08-21,342.8900,344.5200,339.7200,343.6900,6073857
2025-08-20,343.4000,347.4400,342.8518,343.9300,5834366
2025-08-19,342.5600,346.3400,341.8900,342.4500,4457201
2025-08-18,343.8400,345.7275,340.9500,342.7400,3999572
2025-08-15,346.2450,348.3600,342.8600,344.4700,4946616
2025-08-14,342.9400,346.0800,341.6700,345.4900,6224008
2025-08-13,336.9800,343.4800,336.7800,342.5500,5693362
2025-08-12,335.2000,338.6500,334.8100,336.7400,5684596
2025-08-11,336.7300,337.8600,334.5100,335.9000,5715795
2025-08-08,333.6800,337.3774,332.7300,336.7800,6073868
2025-08-07,341.4300,342.1500,328.7000,332.0900,8797064
2025-08-06,338.2950,341.4286,335.4300,339.7400,5944108
2025-08-05,342.1500,342.4600,335.5500,337.4300,7295564
2025-08-04,341.6950,344.3800,340.0000,342.1500,7335286
2025-08-01,344.1000,346.1700,338.1000,339.3500,8658670
2025-07-31,348.9300,352.8200,345.0901,345.4700,8641733
2025-07-30,351.7000,356.6200,347.2300,350.9100,12129680
2025-07-29,356.2900,358.3200,350.8095,351.2900,7402324
2025-07-28,356.3800,358.3200,354.7300,355.4700,3920959
2025-07-25,354.0000,357.6500,353.0100,357.0400,3915781
2025-07-24,354.8200,357.1800,353.8600,353.9700,5887647
2025-07-23,353.0000,355.7800,351.2100,355.2900,4385600
2025-07-22,351.1000,354.4800,350.2000,351.8600,4614217
2025-07-21,349.0600,353.6500,348.4000,350.9400,5216269
2025-07-18,349.5000,349.5000,347.1600,349.0500,4927644
2025-07-17,350.0000,351.3700,348.4800,349.8100,4747460
2025-07-16,347.2900,350.6700,345.8000,349.9000,5544214
2025-07-15,348.1200,350.2100,346.7600,347.0200,4891719
2025-07-14,347.3900,351.9700,345.0100,350.5000,5599263
2025-07-11,352.5100,353.8100,344.3925,347.9300,7580157
2025-07-10,356.8300,357.6200,353.4500,355.8800,6121637
2025-07-09,355.0700,357.7600,353.7500,357.7600,7297087
2025-07-08,356.6800,358.2750,353.2500,354.5500,6966793
2025-07-07,358.9200,359.6600,354.4900,356.6400,5138011
2025-07-03,354.5900,359.0000,353.6100,358.8600,3702810
2025-07-02,354.6000,356.3600,350.0000,354.2200,5131422
2025-07-01,353.8200,357.0000,351.4200,355.4700,6653409
2025-06-30,349.3500,355.6100,349.0600,355.0500,7080119
2025-06-27,346.5900,352.0100,345.6600,348.6100,6601921
2025-06-26,343.7750,346.9099,342.0300,346.0300,8829456
2025-06-25,350.4500,351.2899,345.2600,345.2600,6836286
2025-06-24,351.5200,354.5600,347.9200,351.6300,10171951
2025-06-23,337.5000,344.3000,335.6300,343.7500,7553346
2025-06-20,338.9500,340.0000,334.9200,338.5700,19332082
2025-06-18,357.8500,358.4750,338.0400,340.3800,15008618
2025-06-17,353.4900,359.6024,353.3200,357.8400,5559643
2025-06-16,356.4900,360.2200,354.3300,355.4800,7234665
2025-06-13,361.5050,363.0100,345.0000,352.8500,14181686
2025-06-12,372.2300,374.1700,369.5450,371.4000,4874007
2025-06-11,370.0000,375.5100,369.3800,373.3100,5562874
2025-06-10,367.0000,371.4400,366.6800,370.7000,4109266
2025-06-09,369.7900,369.7900,362.0500,366.6600,5000275
2025-06-06,369.0100,371.0000,367.5500,370.2200,5008493
2025-06-05,370.0000,371.0000,365.9300,366.7700,6884638
2025-06-04,366.7100,369.6600,366.3100,368.0000,4202306
2025-06-03,364.5800,366.8800,361.5000,365.8600,5221424
2025-06-02,362.7700,365.4600,359.9600,365.3200,3845997
2025-05-30,361.3500,367.0400,361.3500,365.1900,8726858
2025-05-29,360.3500,363.0400,358.7200,362.4000,4590972
2025-05-28,359.3400,360.9100,358.0400,359.7300,3299041
2025-05-27,355.4100,360.0000,354.4800,359.3000,6316301
2025-05-23,353.7450,356.0000,352.2200,353.5400,5346050
2025-05-22,357.7550,360.0000,356.5600,357.9700,4936568
2025-05-21,363.7200,365.9890,358.0800,358.3000,6125536
2025-05-20,367.7800,368.2500,364.6900,366.8400,5281778
2025-05-19,363.0200,369.1499,362.3210,367.9000,5081519
2025-05-16,362.9500,366.1900,360.8900,365.1200,5838075
2025-05-15,356.8900,363.7300,356.6750,362.3000,5826126
2025-05-14,356.6700,358.4100,355.2128,356.4600,6208010
2025-05-13,355.5200,358.8700,354.5800,356.1400,5406243
2025-05-12,359.1400,361.8900,351.1300,355.8500,7985428
2025-05-09,351.8300,353.8000,350.6700,352.5400,3086734
2025-05-08,352.0000,355.3300,350.9450,351.2700,4156386
2025-05-07,348.7000,351.1500,347.2100,349.8500,5454135
