timestamp,open,high,low,close,volume
2025-09-29,52.3600,52.5500,52.1100,52.4200,23700991
2025-09-26,52.1100,52.6200,51.9800,52.2100,20025763
2025-09-25,51.4800,52.3300,51.4400,51.8500,22957932
2025-09-24,51.8500,52.2500,51.4550,51.7000,27010386
2025-09-23,52.0000,52.8800,51.5150,51.7000,28278182
2025-09-22,51.7600,52.3500,51.7550,51.9200,27467951
2025-09-19,52.1500,52.6600,51.7600,52.2500,98970669
2025-09-18,51.4900,52.1900,51.3000,52.1300,35246871
2025-09-17,50.8600,51.6250,50.7900,51.4000,38337889
2025-09-16,50.6400,50.8750,50.2100,50.6600,31624444
2025-09-15,50.8500,51.0900,50.4600,50.5900,29043572
2025-09-12,50.7000,50.9300,50.4550,50.5800,27851108
2025-09-11,50.1400,50.9600,49.9900,50.7500,28055187
2025-09-10,50.3700,50.6250,49.9650,50.1300,31706338
2025-09-09,49.5000,50.5600,49.4600,50.2900,40060147
2025-09-08,49.8000,49.9050,48.8750,49.4600,48033135
2025-09-05,50.4400,50.7900,49.2300,49.7700,40063322
2025-09-04,50.2400,50.8300,50.1200,50.6200,34796896
2025-09-03,50.4000,50.5700,49.7000,50.0600,33934810
2025-09-02,50.2200,50.4700,49.6700,50.4200,52719782
2025-08-29,50.5100,50.9175,50.5100,50.7400,32496470
2025-08-28,50.5500,50.6400,50.2800,50.4900,32949399
2025-08-27,50.0300,50.6300,49.9900,50.3800,42428187
2025-08-26,49.2500,50.2600,49.2500,50.2500,40609302
2025-08-25,49.3900,49.6600,49.2100,49.4800,34715749
2025-08-22,48.5200,49.6600,48.4600,49.4800,45078911
2025-08-21,48.2700,48.4900,47.8100,48.2600,28713163
2025-08-20,48.1650,48.5000,47.8700,48.3500,30822222
2025-08-19,47.8200,48.1150,47.6300,48.0800,33783443
2025-08-18,46.9200,48.0400,46.7900,47.9200,43125120
2025-08-15,47.7500,47.8200,46.9000,46.9400,26276902
2025-08-14,47.0850,47.7300,46.8904,47.7100,21073786
2025-08-13,47.6800,47.7600,46.9900,47.2400,29465062
2025-08-12,46.4800,47.6600,46.3600,47.5000,35484466
2025-08-11,46.0550,46.5200,45.8100,46.1600,35559383
2025-08-08,45.1500,46.3000,44.9800,46.0100,37131557
2025-08-07,45.7100,45.7600,44.7800,44.9200,30609882
2025-08-06,45.7100,45.9400,45.3850,45.4200,27916767
2025-08-05,45.9500,46.0000,44.7500,45.5600,36798320
2025-08-04,45.9600,46.1050,45.6350,45.8500,31038904
2025-08-01,46.3600,46.4100,45.3200,45.6600,52310438
2025-07-31,47.7600,48.0300,47.1900,47.2700,40016313
2025-07-30,48.2600,48.5000,47.7401,47.9600,32265850
2025-07-29,48.3900,48.5100,47.8901,47.9500,26216484
2025-07-28,48.4500,48.5400,48.0801,48.2300,20590380
2025-07-25,48.3900,48.5500,47.9350,48.4500,24461228
2025-07-24,48.4900,49.0000,48.2100,48.3900,42967619
2025-07-23,48.0100,48.3050,47.8050,48.1400,31380097
2025-07-22,47.6000,48.1700,47.4600,47.7700,34749381
2025-07-21,47.5400,48.0400,47.2000,47.4800,32199673
