timestamp,open,high,low,close,volume
2025-09-25,12.1100,12.1500,11.9750,12.0000,2562649
2025-09-24,12.3100,12.3700,12.1350,12.1700,2294763
2025-09-23,12.3800,12.4700,12.2900,12.3300,2655519
2025-09-22,12.5000,12.5066,12.2600,12.2600,2243889
2025-09-19,12.6700,12.6700,12.4600,12.5000,6670743
2025-09-18,12.5200,12.6950,12.4900,12.6600,1501586
2025-09-17,12.5900,12.7500,12.3700,12.4500,2449297
2025-09-16,12.5200,12.5850,12.3500,12.5300,1839491
2025-09-15,12.5900,12.6500,12.4850,12.5000,1889660
2025-09-12,12.6000,12.7200,12.5050,12.5700,2384617
2025-09-11,12.5100,12.6800,12.4700,12.6800,2878566
2025-09-10,12.5900,12.6700,12.5200,12.5300,2385360
2025-09-09,12.7900,12.8150,12.5800,12.6200,2460769
2025-09-08,12.9500,12.9746,12.7950,12.8400,1928235
2025-09-05,13.0400,13.2350,12.9500,13.0400,2010725
2025-09-04,12.9150,13.0300,12.8400,13.0200,1905873
2025-09-03,12.8000,12.9700,12.7600,12.8800,2030938
2025-09-02,12.9000,12.9700,12.7500,12.8200,2185405
2025-08-29,13.0700,13.1100,12.9650,13.0600,3816271
2025-08-28,13.2500,13.2700,13.0400,13.1500,2132836
2025-08-27,12.7600,13.2050,12.7600,13.1700,3753088
2025-08-26,12.6600,12.9350,12.6550,12.7300,4087802
2025-08-25,12.8350,12.9100,12.6800,12.7100,2069220
2025-08-22,12.5000,12.9000,12.4400,12.8700,3357862
2025-08-21,12.3000,12.3850,12.2250,12.3200,2199074
2025-08-20,12.4200,12.5058,12.3050,12.3300,2248450
2025-08-19,12.2300,12.4800,12.2210,12.4000,2061189
2025-08-18,12.2000,12.3500,12.1700,12.2300,1928529
2025-08-15,12.3300,12.3450,12.1300,12.1600,2014453
2025-08-14,12.3900,12.4200,12.2250,12.3200,2669475
2025-08-13,12.2400,12.5900,12.1850,12.5300,3350514
2025-08-12,11.9000,12.2500,11.8300,12.2100,4125700
2025-08-11,11.7400,11.8400,11.6250,11.7700,2719480
2025-08-08,11.8000,11.8750,11.7000,11.7200,2946828
2025-08-07,11.8400,12.0200,11.5550,11.7600,3863708
2025-08-06,11.6100,11.7400,11.5450,11.5800,6752678
2025-08-05,11.6800,11.7500,11.5700,11.7100,3412046
2025-08-04,11.6000,11.7600,11.5300,11.6400,3475372
2025-08-01,11.6400,11.6800,11.4100,11.5300,3954180
2025-07-31,11.8800,11.9300,11.6675,11.7500,3170082
2025-07-30,12.3000,12.3400,11.9100,12.0000,2889093
2025-07-29,12.4700,12.4700,12.1900,12.2400,2723363
2025-07-28,12.6000,12.6400,12.3800,12.3900,1980478
2025-07-25,12.5100,12.6200,12.4200,12.5700,2123770
2025-07-24,12.6200,12.7100,12.4000,12.4400,5072293
2025-07-23,12.7800,12.8450,12.5950,12.6200,4372673
2025-07-22,12.3400,12.6800,12.3400,12.6600,1798227
2025-07-21,12.4300,12.4800,12.3300,12.3400,1695101
2025-07-18,12.3200,12.3550,12.2050,12.3400,2878270
2025-07-17,12.2800,12.4750,12.2200,12.2700,2635899
2025-07-16,12.4500,12.5600,12.2700,12.3000,2713124
2025-07-15,12.5600,12.6100,12.3400,12.3800,3294750
2025-07-14,12.4800,12.5700,12.2650,12.5600,3061267
2025-07-11,12.4600,12.5500,12.3500,12.5100,1890748
2025-07-10,12.2600,12.6500,12.2500,12.5300,2876501
2025-07-09,12.1000,12.2650,12.0050,12.2500,4867512
2025-07-08,11.9000,12.1550,11.8800,12.0700,2943367
2025-07-07,12.0500,12.1400,11.7800,11.8600,3014495
2025-07-03,12.1500,12.1900,12.0300,12.1200,2429513
2025-07-02,11.9100,12.1100,11.8500,12.1000,2543662
2025-07-01,11.6900,12.1000,11.6100,11.9100,6189666
2025-06-30,11.8000,11.8400,11.5350,11.6700,3043869
2025-06-27,11.8400,11.9500,11.7150,11.8400,3747948
2025-06-26,11.5900,11.8300,11.5700,11.8300,2133098
2025-06-25,11.7900,11.7900,11.5250,11.5600,2507246
2025-06-24,11.8300,11.9200,11.7400,11.7800,2817840
2025-06-23,11.5200,11.7700,11.4500,11.7300,3326607
2025-06-20,11.6900,11.8100,11.5200,11.6100,6321500
2025-06-18,11.4800,11.7700,11.4800,11.5800,3195426
2025-06-17,11.4700,11.6200,11.4000,11.5200,3724058
2025-06-16,11.5600,11.6500,11.4850,11.5700,3104213
2025-06-13,11.5400,11.5900,11.3600,11.4100,5280248
2025-06-12,11.5500,11.7500,11.5000,11.6000,4019509
2025-06-11,11.9600,12.0050,11.6300,11.6500,3469287
2025-06-10,11.8600,11.9900,11.7800,11.8700,2361645
2025-06-09,11.7700,11.8800,11.6700,11.7300,3981390
2025-06-06,11.7400,11.7800,11.6550,11.7700,2807548
2025-06-05,11.5000,11.6650,11.4300,11.5700,2646615
2025-06-04,11.6400,11.6950,11.4500,11.5200,2704681
2025-06-03,11.6200,11.7500,11.5400,11.6200,2488514
2025-06-02,11.6600,11.7200,11.2907,11.6500,3427141
2025-05-30,11.7000,11.7650,11.5350,11.5900,6141042
2025-05-29,11.8200,11.9100,11.6900,11.8600,2834468
2025-05-28,11.7900,11.8300,11.6950,11.7900,2676688
2025-05-27,11.6000,11.8000,11.4550,11.7800,2580864
2025-05-23,11.3600,11.4900,11.3500,11.4700,2427357
2025-05-22,11.5800,11.6150,11.4000,11.5800,3090281
2025-05-21,11.7100,11.7300,11.5050,11.5900,3610944
2025-05-20,11.9800,12.0000,11.7750,11.8000,2468024
2025-05-19,12.0000,12.0650,11.9150,12.0500,1375808
2025-05-16,12.0500,12.2100,11.9650,12.2000,2240913
2025-05-15,12.0500,12.0750,11.9350,12.0100,1679120
2025-05-14,12.2500,12.3400,12.1200,12.1400,2288355
2025-05-13,12.3000,12.5000,12.1550,12.2900,4286923
2025-05-12,12.2700,12.4800,12.0400,12.2200,4232657
2025-05-09,11.7100,11.7750,11.5650,11.7400,1842182
2025-05-08,11.5300,11.6950,11.4250,11.6100,2134298
2025-05-07,11.3300,11.5200,11.2900,11.3600,3069399
2025-05-06,11.3800,11.4900,11.2600,11.3100,4094529
2025-05-05,11.6300,11.7350,11.4800,11.4900,3765826
