timestamp,open,high,low,close,volume
2025-09-24,70.6700,71.5300,70.4500,71.2200,9618713
2025-09-23,71.5700,72.4200,70.7300,70.9300,10432417
2025-09-22,70.7850,72.4899,70.4250,71.2800,12336264
2025-09-19,72.0100,72.2500,70.7400,70.8900,33415575
2025-09-18,73.4350,73.6000,71.6300,72.1000,14918371
2025-09-17,73.0650,73.3200,71.6100,72.3100,11108702
2025-09-16,72.8000,73.3750,72.0900,72.7500,8813556
2025-09-15,73.1800,73.2090,72.5750,73.0300,10323751
2025-09-12,74.2400,74.2800,71.9300,73.0000,11806044
2025-09-11,74.4100,75.5300,74.0100,74.3300,9803422
2025-09-10,75.2450,75.4600,73.3300,74.2500,11359274
2025-09-09,73.9900,74.5500,73.0500,73.6000,8740157
2025-09-08,74.2600,74.5800,73.7100,74.1500,13793260
2025-09-05,74.8000,75.4100,73.6300,73.9100,13758377
2025-09-04,74.7500,75.7700,74.5100,75.3500,11096158
2025-09-03,74.4000,75.1800,73.9100,74.7400,7441170
2025-09-02,75.6400,76.0500,74.0000,74.2900,15078709
2025-08-29,77.7500,79.1300,77.1200,77.3700,14208813
2025-08-28,78.5800,78.6600,77.7250,77.9200,7478609
2025-08-27,78.9600,79.5100,77.6500,78.0600,12636742
2025-08-26,78.9950,79.4800,78.3800,78.6500,6874765
2025-08-25,78.4700,80.1650,78.3900,79.1700,12488938
2025-08-22,76.5400,79.1350,76.2500,78.3800,10985948
2025-08-21,75.7000,76.2254,75.1335,76.1800,6354912
2025-08-20,76.6900,77.5600,76.1600,76.2600,6282604
2025-08-19,78.2000,78.7900,76.6750,76.8800,7684807
2025-08-18,77.1100,78.2550,76.8500,77.4300,9069079
2025-08-15,76.7400,77.5000,76.1601,76.9700,9767746
2025-08-14,75.9100,76.6000,75.3500,76.3900,7990497
2025-08-13,75.4800,77.6850,75.1850,77.2000,13472551
2025-08-12,74.7200,75.7216,74.3400,74.9000,6399721
2025-08-11,74.3200,74.7900,73.0500,74.0200,6985681
2025-08-08,74.2000,74.9600,73.3900,74.1900,6738987
2025-08-07,76.3200,76.3500,74.0000,74.3500,8717603
2025-08-06,74.4700,75.9800,74.2500,75.4800,7579794
2025-08-05,74.9100,75.7100,74.2400,74.3800,6533788
2025-08-04,75.0300,75.2550,74.1600,74.8200,8839008
2025-08-01,73.4450,74.7000,72.5300,74.6200,11911586
2025-07-31,76.3500,76.4000,74.3100,74.6900,16700030
2025-07-30,77.7800,78.3000,75.9636,76.6800,14601692
2025-07-29,78.7600,79.3700,77.7627,78.3300,12885505
2025-07-28,79.0000,79.9900,77.5600,79.2400,22631087
2025-07-25,75.9100,76.5700,75.5300,76.2700,7208387
2025-07-24,76.5100,77.5400,75.4050,75.4200,10037823
2025-07-23,76.1500,77.2100,75.8200,76.7500,16428064
2025-07-22,74.0700,75.5400,74.0400,75.3900,11297526
2025-07-21,72.9300,74.8100,72.9100,74.0200,12743932
2025-07-18,73.2750,73.2750,72.1200,72.4700,8801019
2025-07-17,72.1200,73.2050,72.0400,72.9800,9180372
2025-07-16,71.9000,72.7100,71.1500,72.1000,9008574
2025-07-15,72.2600,72.8800,71.5800,71.9900,9708349
2025-07-14,72.3400,72.5800,71.0300,72.2500,11385359
2025-07-11,73.6900,73.8400,72.4000,72.6300,12771419
2025-07-10,73.1200,75.5000,72.9500,74.6200,13036468
2025-07-09,74.1300,74.9200,73.4200,73.5600,12076693
2025-07-08,76.1300,76.3000,73.6500,73.9200,19572430
2025-07-07,76.0400,77.5000,75.8450,76.5300,17296891
2025-07-03,76.2650,77.0300,75.5800,76.3900,12022568
2025-07-02,73.1700,76.8400,73.0000,76.3900,36882339
2025-07-01,71.9900,73.9350,71.8300,73.4100,27512934
2025-06-30,71.4500,71.7050,70.0600,71.0400,31090390
2025-06-27,69.7900,74.1900,69.6900,72.0400,117530345
2025-06-26,61.5600,62.7300,60.8200,62.5400,39659773
2025-06-25,61.4500,61.5300,60.3600,60.8300,12186174
2025-06-24,61.3300,61.9800,60.4750,61.4200,12563997
2025-06-23,59.5750,61.2950,59.4400,60.7800,15921334
2025-06-20,59.7500,60.0410,59.1900,59.7900,19083966
2025-06-18,60.0000,60.4499,59.3700,59.5100,14194281
2025-06-17,61.3000,61.3000,59.6800,60.0000,13649716
2025-06-16,61.3800,62.1800,61.2400,61.9000,13681576
2025-06-13,61.7450,62.7800,60.1100,60.5300,16509682
2025-06-12,62.7400,62.9300,61.7600,62.8000,9830489
2025-06-11,64.3950,64.8500,62.5800,63.1100,10238704
2025-06-10,62.3800,64.1550,62.2500,63.8700,15286966
2025-06-09,63.3000,63.4900,61.8800,61.9100,11640024
2025-06-06,62.6700,63.0900,62.1150,62.8000,13299624
2025-06-05,62.9400,63.6600,62.2300,62.6700,12374936
2025-06-04,62.3800,63.0400,62.2700,62.7700,10242322
2025-06-03,61.2400,62.4450,60.4600,62.3700,10286134
2025-06-02,60.0500,61.6000,59.6000,61.5700,14065322
2025-05-30,61.0000,61.1200,60.1000,60.5900,18155104
2025-05-29,62.4900,62.9000,61.1300,61.4400,12240869
2025-05-28,62.7400,63.1100,61.5600,61.7800,10015606
2025-05-27,61.1300,62.8400,60.8401,62.8300,16642099
2025-05-23,59.8600,60.3800,59.4900,60.0200,14282391
2025-05-22,60.5800,61.6150,60.1600,61.3200,16764468
2025-05-21,61.1700,61.7600,59.8800,59.9800,17354732
2025-05-20,62.5000,63.1900,62.2801,62.5600,10771754
2025-05-19,62.1500,62.4300,61.7600,62.0800,15105322
2025-05-16,62.5009,63.7500,62.5009,63.1100,12950561
2025-05-15,60.6350,62.6800,60.4228,62.4000,14371124
2025-05-14,62.0500,62.8700,61.5200,61.7300,13736271
2025-05-13,62.6100,62.7800,61.9700,62.3900,17003133
2025-05-12,62.3800,63.4700,61.8100,62.5800,29776643
2025-05-09,59.1400,59.3800,58.2200,58.3000,13954390
2025-05-08,59.6900,60.3850,58.7950,58.9100,19008999
2025-05-07,57.8700,58.8100,57.5600,58.6200,11901142
2025-05-06,57.1500,57.7200,56.7900,57.0400,11440326
2025-05-05,58.1150,58.3400,57.2900,57.3500,15971029
2025-05-02,57.8650,58.7000,57.3100,58.5900,14723858
